,Player,Nation,Born
677,Noë Dussenne,be BEL,1992.0
678,Paulo Dybala,ar ARG,1993.0
679,Nathan Dyer,eng ENG,1987.0
680,Edin Džeko,ba BIH,1986.0
681,Blerim Džemaili,ch SUI,1986.0
682,Félix Eboa Eboa,cm CMR,1997.0
683,Éder,it ITA,1986.0
684,Simone Edera,it ITA,1997.0
685,Tom Edwards,eng ENG,1999.0
686,Mandela Egbo,eng ENG,1997.0
687,Johannes Eggestein,de GER,1998.0
688,Maximilian Eggestein,de GER,1996.0
689,Albin Ekdal,se SWE,1989.0
690,Josip Elez,hr CRO,1994.0
691,Mohamed Elneny,eg EGY,1992.0
692,Aritz Elustondo,es ESP,1994.0
693,Nico Elvedi,ch SUI,1996.0
694,Rodrigo Ely,br BRA,1993.0
695,Breel Embolo,ch SUI,1997.0
696,Youssef En-Nesyri,ma MAR,1997.0
697,Sergi Enrich,es ESP,1990.0
698,Javier Eraso,es ESP,1990.0
699,Christian Eriksen,dk DEN,1992.0
700,Gonzalo Escalante,ar ARG,1993.0
701,Sergio Escudero,es ESP,1989.0
702,Bernardo Espinosa,co COL,1989.0
703,Alexander Esswein,de GER,1990.0
704,Oghenekaro Etebo,ng NGA,1995.0
705,Beñat Etxebarria,es ESP,1987.0
706,Xabier Etxeita,es ESP,1987.0
707,Jonny Evans,nir NIR,1988.0
708,Franck Evina,cm CMR,2000.0
709,Patrice Evra,fr FRA,1981.0
711,Edu Expósito,es ESP,1996.0
712,Erik Expósito,es ESP,1996.0
713,Valentin Eysseric,fr FRA,1992.0
715,Imoh Ezekiel,ng NGA,1993.0
716,Marco Fabián,mx MEX,1989.0
717,Fabinho,br BRA,1993.0
718,Cesc Fàbregas,es ESP,1987.0
719,Fayçal Fajr,ma MAR,1988.0
720,Radamel Falcao,co COL,1986.0
721,Diego Falcinelli,it ITA,1991.0
723,Simon Falette,gn GUI,1992.0
725,Cesar Falletti,uy URU,1992.0
726,Iago Falque,es ESP,1990.0
727,Paolo Faragò,it ITA,1993.0
728,Imad Faraj,ma MAR,1999.0
729,Davide Faraoni,it ITA,1991.0
730,Mohamed Fares,dz ALG,1996.0
731,Diego Farias,br BRA,1990.0
732,Federico Fazio,ar ARG,1987.0
733,Zouhair Feddal,ma MAR,1989.0
734,Nabil Fekir,fr FRA,1993.0
735,Felipe,br BRA,1987.0
736,Luiz Felipe,br BRA,1997.0
737,Ohis Felix Uduokhai,de GER,1997.0
738,Marouane Fellaini,be BEL,1987.0
739,Kiko Femenía,es ESP,1991.0
740,Leroy Fer,nl NED,1990.0
741,Julien Féret,fr FRA,1982.0
742,Edimilson Fernandes,ch SUI,1996.0
743,Gelson Fernandes,ch SUI,1986.0
744,Augusto Fernández,ar ARG,1986.0
745,Brian Fernández,ar ARG,1994.0
746,Carlos Fernández,es ESP,1996.0
747,Enzo Fernández,es ESP,1995.0
748,Federico Fernández,ar ARG,1989.0
749,Fernandinho,br BRA,1985.0
750,Alex Ferrari,it ITA,1994.0
751,Jordan Ferri,fr FRA,1992.0
752,Sam Field,eng ENG,1998.0
753,Afonso Figueiredo,pt POR,1993.0
754,Gian Filippo Felicioli,it ITA,1997.0
755,Alfreð Finnbogason,is ISL,1989.0
756,Roberto Firmino,br BRA,1991.0
757,Junior Firpo,es ESP,1996.0
758,Viktor Fischer,dk DEN,1994.0
759,Mathieu Flamini,fr FRA,1984.0
760,Darren Fletcher,sco SCO,1984.0
761,Sergio Floccari,it ITA,1981.0
762,Alessandro Florenzi,it ITA,1991.0
763,Phil Foden,eng ENG,2000.0
764,Guessouma Fofana,fr FRA,1992.0
765,Seko Fofana,ci CIV,1995.0
766,Andreu Fontàs,es ESP,1989.0
767,José Fonte,pt POR,1983.0
768,Pablo Fornals,es ESP,1996.0
769,Emil Forsberg,se SWE,1991.0
770,Steven Fortes,cv CPV,1992.0
771,Marco Fossati,it ITA,1992.0
772,Iver Fossum,no NOR,1996.0
773,Timothy Fosu-Mensah,nl NED,1998.0
774,Dimitri Foulquier,fr FRA,1993.0
775,Lilian Fournier,fr FRA,1998.0
776,Raphael Framberger,de GER,1995.0
777,Simon Francis,eng ENG,1985.0
778,Mike Frantz,de GER,1986.0
779,Ryan Fraser,sco SCO,1994.0
780,Fabian Frei,ch SUI,1989.0
781,Remo Freuler,ch SUI,1992.0
782,Marco Friedl,at AUT,1998.0
784,Christian Fuchs,at AUT,1986.0
785,Javi Fuego,es ESP,1984.0
787,Chris Führich,de GER,1998.0
788,Angelo Fulgini,fr FRA,1996.0
789,Niclas Füllkrug,de GER,1993.0
790,Jay Fulton,sco SCO,1994.0
791,Ramiro Funes Mori,ar ARG,1991.0
792,Manolo Gabbiadini,it ITA,1991.0
793,Gabi,es ESP,1983.0
794,Gabriel,br BRA,1993.0
795,Mijat Gaćinović,rs SRB,1995.0
796,Roberto Gagliardini,it ITA,1994.0
797,Nicolás Gaitán,ar ARG,1988.0
798,Milan Gajić,rs SRB,1996.0
799,Serge Gakpé,tg TOG,1987.0
800,Andrey Galabinov,bg BUL,1988.0
801,Álex Gálvez,es ESP,1989.0
803,Bruno Gama,pt POR,1987.0
804,Alessandro Gamberini,it ITA,1981.0
805,Kévin Gameiro,fr FRA,1987.0
806,Jesús Gámez,es ESP,1985.0
807,Idrissa Gana Gueye,sn SEN,1989.0
808,Ignatius Ganago,cm CMR,1999.0
809,Najib Gandi,fr FRA,1994.0
810,Ganso,br BRA,1989.0
811,Ezequiel Garay,ar ARG,1986.0
812,Aleix García,es ESP,1997.0
813,Borja García,es ESP,1990.0
814,Dani García,es ESP,1990.0
815,David García,es ESP,1982.0
816,Javi García,es ESP,1987.0
817,Manu García,es ESP,1986.0
818,Raúl García,es ESP,1986.0
819,Raúl García,es ESP,1989.0
820,Samu García,es ESP,1990.0
822,Sergio García,es ESP,1983.0
823,Ulisses Garcia,ch SUI,1996.0
824,Luca Garritano,it ITA,1994.0
825,Bruno Gaspar,ao ANG,1993.0
826,Mario Gaspar,es ESP,1990.0
827,Gianluca Gaudino,de GER,1996.0
828,Dwight Gayle,eng ENG,1990.0
829,Marcello Gazzola,it ITA,1985.0
830,Jean-Philippe Gbamin,ci CIV,1995.0
831,Theodor Gebre Selassie,cz CZE,1986.0
832,Dennis Geiger,de GER,1998.0
833,Johannes Geis,de GER,1993.0
834,Jérémy Gélin,fr FRA,1997.0
835,Romain Genevois,ht HAI,1987.0
836,Santiago Gentiletti,ar ARG,1985.0
837,Christian Gentner,de GER,1985.0
838,Yannick Gerhardt,de GER,1994.0
839,Valère Germain,fr FRA,1990.0
840,Gerson,br BRA,1997.0
841,Willem Geubbels,fr FRA,2001.0
842,Yassine El Ghanassy,be BEL,1990.0
843,Anwar El Ghazi,nl NED,1995.0
844,Rachid Ghezzal,dz ALG,1992.0
845,Faouzi Ghoulam,dz ALG,1991.0
846,Emanuele Giaccherini,it ITA,1985.0
848,Niccolò Giannetti,it ITA,1991.0
849,Kieran Gibbs,eng ENG,1989.0
850,Carles Gil,es ESP,1992.0
851,Nacho Gil,es ESP,1995.0
853,Guillaume Gillet,be BEL,1984.0
854,Daniel Ginczek,de GER,1991.0
855,Matthias Ginter,de GER,1994.0
856,Jimmy Giraudon,fr FRA,1992.0
857,Thibault Giresse,fr FRA,1981.0
858,Andrei Girotto,br BRA,1992.0
859,Olivier Giroud,fr FRA,1986.0
861,Kamil Glik,pl POL,1988.0
862,Serge Gnabry,de GER,1995.0
863,Joris Gnagnon,fr FRA,1997.0
864,Massimo Gobbi,it ITA,1980.0
865,Diego Godín,uy URU,1986.0
866,Edoardo Goldaniga,it ITA,1993.0
867,Connor Goldson,eng ENG,1992.0
868,André Gomes,pt POR,1993.0
869,Ibai Gómez,es ESP,1989.0
870,Joe Gomez,eng ENG,1997.0
871,Mario Gómez,de GER,1985.0
873,Maxi Gómez,uy URU,1996.0
874,Papu Gómez,ar ARG,1988.0
875,Sergi Gómez,es ESP,1992.0
876,Sergio Gómez,es ESP,2000.0
877,Vicente Gómez,es ESP,1988.0
878,Maxime Gonalons,fr FRA,1989.0
879,Anthony Gonçalves,fr FRA,1986.0
880,Vagner Gonçalves,cv CPV,1996.0
881,Jérôme Gondorf,de GER,1988.0
882,Adrián González,es ESP,1988.0
883,Álvaro González,es ESP,1990.0
884,Bruno González,es ESP,1990.0
885,Diego González,es ESP,1995.0
886,Fabio González,es ESP,1997.0
887,Giancarlo González,cr CRC,1988.0
888,Mario González,es ESP,1996.0
889,Georges Gope-Fenepej,nc NCL,1988.0
890,Leon Goretzka,de GER,1995.0
891,Andoni Gorosabel,es ESP,1996.0
892,Robin Gosens,de GER,1994.0
893,Dan Gosling,eng ENG,1990.0
894,Mario Götze,de GER,1992.0
895,Mohamed Gouaida,tn TUN,1993.0
896,Prince-Désir Gouano,fr FRA,1993.0
897,Lemouya Goudiaby,sn SEN,1997.0
898,Amine Gouiri,fr FRA,2000.0
899,Yoann Gourcuff,fr FRA,1986.0
900,Jeffrey Gouweleeuw,nl NED,1991.0
901,Julio Gracia,es ESP,1998.0
902,Max Gradel,ci CIV,1987.0
903,Samuel Grandsir,fr FRA,1996.0
904,Álex Granell,es ESP,1988.0
905,Esteban Granero,es ESP,1987.0
906,Alberto Grassi,it ITA,1995.0
907,Andrew Gravillon,fr FRA,1998.0
908,Andre Gray,jm JAM,1991.0
909,Demarai Gray,eng ENG,1996.0
910,Michael Gregoritsch,at AUT,1994.0
911,Clément Grenier,fr FRA,1991.0
913,Anto Grgić,ch SUI,1996.0
914,Antoine Griezmann,fr FRA,1991.0
915,Vincenzo Grifo,it ITA,1993.0
916,Florian Grillitsch,at AUT,1995.0
917,Jérémy Grimm,fr FRA,1987.0
918,Pascal Groß,de GER,1991.0
919,Marko Grujić,rs SRB,1996.0
920,Andrés Guardado,mx MEX,1986.0
921,Karim Guédé,sk SVK,1985.0
922,Gonçalo Guedes,pt POR,1996.0
924,Ramiro Guerra,uy URU,1997.0
925,Raphaël Guerreiro,pt POR,1993.0
926,Francis Guerrero,es ESP,1996.0
927,John Guidetti,se SWE,1992.0
929,Josuha Guilavogui,fr FRA,1990.0
930,Frederic Guilbert,fr FRA,1994.0
931,Guilherme,br BRA,1991.0
933,Baptiste Guillaume,be BEL,1995.0
934,Sehrou Guirassy,fr FRA,1996.0
935,Manuel Gulde,de GER,1991.0
936,Gerard Gumbau,es ESP,1994.0
937,İlkay Gündoğan,de GER,1990.0
938,Christian Günter,de GER,1993.0
939,Jon Guridi,es ESP,1995.0
940,Samuel Gustafson,se SWE,1995.0
941,Luiz Gustavo,br BRA,1987.0
942,Alejandro Gutiérrez Mozo,es ESP,1995.0
943,Jonathan de Guzmán,nl NED,1987.0
944,Bright Gyamfi,gh GHA,1996.0
945,Nicolas Haas,ch SUI,1996.0
946,Janik Haberer,de GER,1994.0
947,Hacen,mr MTN,1997.0
948,Alexander Hack,de GER,1993.0
949,Robin Hack,de GER,1998.0
950,Munir El Haddadi,ma MAR,1995.0
951,Oussama Haddadi,tn TUN,1992.0
952,Florent Hadergjonaj,xk KVX,1994.0
953,André Hahn,de GER,1990.0
954,Massadio Haïdara,ml MLI,1992.0
955,Oualid El Hajjam,ma MAR,1991.0
956,Izet Hajrović,ba BIH,1991.0
957,Achraf Hakimi,ma MAR,1998.0
958,Alen Halilović,hr CRO,1996.0
959,Sébastien Haller,ci CIV,1994.0
960,Emil Hallfreðsson,is ISL,1984.0
961,Marcel Halstenberg,de GER,1991.0
962,Romain Hamouma,fr FRA,1987.0
963,Marek Hamšík,sk SVK,1987.0
964,Tim Handwerker,de GER,1998.0
965,Genki Haraguchi,jp JPN,1991.0
966,Amine Harit,ma MAR,1997.0
967,Martin Harnik,at AUT,1987.0
968,Rekeem Harper,eng ENG,2000.0
969,Makoto Hasebe,jp JPN,1984.0
970,Hans Hateboer,nl NED,1994.0
971,Kai Havertz,de GER,1999.0
972,Isaac Hayden,eng ENG,1995.0
973,Eden Hazard,be BEL,1991.0
974,Thorgan Hazard,be BEL,1993.0
975,Jonas Hector,de GER,1990.0
976,Michael Hefele,de GER,1990.0
977,Ahmed Hegazi,eg EGY,1991.0
978,Gauthier Hein,fr FRA,1996.0
979,Dominique Heintz,de GER,1993.0
980,Filip Helander,se SWE,1993.0
981,Marcel Heller,de GER,1986.0
982,Tomer Hemed,il ISR,1987.0
983,Jordan Henderson,eng ENG,1990.0
984,Jeff Hendrick,ie IRL,1992.0
985,Benjamin Henrichs,de GER,1997.0
986,Dalbert Henrique,br BRA,1993.0
987,Christophe Hérelle,mq MTQ,1992.0
988,Mario Hermoso,es ESP,1995.0
989,Hernán,es ESP,1990.0
990,Héctor Hernández,es ESP,1991.0
991,Javier Hernández,mx MEX,1988.0
992,Lucas Hernández,fr FRA,1996.0
993,Luis Hernández,es ESP,1989.0
994,Pablo Hernández,cl CHI,1986.0
995,Theo Hernández,fr FRA,1997.0
996,Hernani,br BRA,1994.0
997,Ander Herrera,es ESP,1989.0
998,Borja Herrera,es ESP,1993.0
999,Patrick Herrmann,de GER,1991.0
1000,Përparim Hetemaj,fi FIN,1986.0
1001,Son Heung-min,kr KOR,1992.0
1002,Thomas Heurtaux,fr FRA,1988.0
1003,Gonzalo Higuaín,ar ARG,1987.0
1004,Oscar Hiljemark,se SWE,1992.0
1005,Vitorino Hilton,br BRA,1977.0
1006,Kaylen Hinds,eng ENG,1998.0
1007,Martin Hinteregger,at AUT,1992.0
1008,Andrew Hjulsager,dk DEN,1995.0
1009,Wesley Hoedt,nl NED,1994.0
1010,Nicolas Höfler,de GER,1990.0
1011,Jonas Hofmann,de GER,1992.0
1012,Marco Höger,de GER,1989.0
1013,Jonathan Hogg,eng ENG,1988.0
1014,Rob Holding,eng ENG,1995.0
1015,José Holebas,gr GRE,1984.0
1016,Lucas Höler,de GER,1994.0
1017,Mason Holgate,eng ENG,1996.0
1018,Lewis Holtby,de GER,1990.0
1019,Gerrit Holtmann,de GER,1995.0
1020,Jannes Horn,de GER,1997.0
1021,Benedikt Höwedes,de GER,1988.0
1022,Branimir Hrgota,se SWE,1993.0
1023,Timo Hübers,de GER,1996.0
1024,Benjamin Hübner,de GER,1989.0
1025,Florian Hübner,de GER,1991.0
1026,Tomáš Hubočan,sk SVK,1985.0
1027,Callum Hudson-Odoi,eng ENG,2000.0
1028,Will Hughes,eng ENG,1995.0
1029,Jordan Hugill,eng ENG,1992.0
1030,Vitor Hugo,br BRA,1991.0
1031,Mats Hummels,de GER,1988.0
1032,Uwe Hünemeier,de GER,1986.0
1033,Adrien Hunou,fr FRA,1994.0
1034,Aaron Hunt,de GER,1986.0
1035,Emerson Hyndman,us USA,1996.0
1036,Elseid Hysaj,al ALB,1994.0
1037,Suk Hyun-jun,kr KOR,1991.0
1038,Pierre Højbjerg,dk DEN,1995.0
1039,Jordon Ibe,eng ENG,1995.0
1040,Vedad Ibišević,ba BIH,1984.0
1041,Vicente Iborra,es ESP,1988.0
1042,Zlatan Ibrahimović,se SWE,1981.0
1043,Mauro Icardi,ar ARG,1993.0
1044,Brown Ideye,ng NGA,1988.0
1045,Edgar Ié,pt POR,1994.0
1046,Julien Ielsch,fr FRA,1983.0
1047,Pietro Iemmello,it ITA,1992.0
1048,Kelechi Iheanacho,ng NGA,1996.0
1049,Jordan Ikoko,cd COD,1994.0
1050,Jonathan Ikone,fr FRA,1998.0
1051,Josip Iličić,si SVN,1988.0
1052,Asier Illarramendi,es ESP,1990.0
1053,Jules Iloki,fr FRA,1992.0
1054,Stefan Ilsanker,at AUT,1989.0
1055,Giannelli Imbula,cd COD,1992.0
1056,Ciro Immobile,it ITA,1990.0
1057,Emmanuel Imorou,bj BEN,1988.0
1058,Tom Ince,eng ENG,1992.0
1059,Svante Ingelsson,se SWE,1998.0
1060,Roberto Inglese,it ITA,1991.0
1061,Danny Ings,eng ENG,1992.0
1062,Andrés Iniesta,es ESP,1984.0
1063,Lorenzo Insigne,it ITA,1991.0
1064,Emiliano Insúa,ar ARG,1989.0
1065,Pablo Insua,es ESP,1993.0
1066,Takashi Inui,jp JPN,1988.0
1067,Artur Ioniță,md MDA,1990.0
1068,Stephen Ireland,ie IRL,1986.0
1069,Carlos Isaac,es ESP,1998.0
1070,Alexander Isak,se SWE,1999.0
1071,Isco,es ESP,1992.0
1072,Tatsuya Ito,jp JPN,1997.0
1073,Gian-Luca Itter,de GER,1999.0
1074,Manuel Iturra,cl CHI,1984.0
1075,Ander Iturraspe,es ESP,1989.0
1076,Ivi,es ESP,1994.0
1077,Alex Iwobi,ng NGA,1996.0
1078,José Izquierdo,co COL,1992.0
1079,Armando Izzo,it ITA,1992.0
1080,Koo Ja-cheol,kr KOR,1989.0
1081,Paul Jaeckel,de GER,1998.0
1082,Phil Jagielka,eng ENG,1982.0
1083,Kilian Jakob,de GER,1998.0
1084,Christophe Jallet,fr FRA,1983.0
1085,Ablie Jallow,gm GAM,1998.0
1086,Matty James,eng ENG,1991.0
1087,Vasilije Janjicic,ch SUI,1998.0
1088,Christoph Janker,de GER,1985.0
1089,Saidy Janko,ch SUI,1995.0
1090,Jakub Jankto,cz CZE,1996.0
1091,Daryl Janmaat,nl NED,1989.0
1092,Vincent Janssen,nl NED,1994.0
1093,Tony Jantschke,de GER,1990.0
1094,Adnan Januzaj,be BEL,1995.0
1095,Nicolas Janvier,fr FRA,1998.0
1096,Paweł Jaroszyński,pl POL,1994.0
1097,Jason,es ESP,1994.0
1098,Bakery Jatta,gm GAM,1998.0
1099,Corentin Jean,fr FRA,1995.0
1100,Benjamin Jeannot,fr FRA,1992.0
1101,Tin Jedvaj,hr CRO,1995.0
1102,Jemerson,br BRA,1992.0
1103,Jesé,es ESP,1993.0
1104,Gabriel Jesus,br BRA,1997.0
1105,Juan Jesus,br BRA,1991.0
1106,Álvaro Jiménez,es ESP,1995.0
1107,Joaquín,es ESP,1981.0
1108,Aron Jóhannsson,us USA,1990.0
1109,Fabian Johnson,us USA,1987.0
1110,Glen Johnson,eng ENG,1984.0
1111,Miloš Jojić,rs SRB,1992.0
1112,Jonathas,br BRA,1989.0
1113,Phil Jones,eng ENG,1992.0
1114,Nigel de Jong,nl NED,1984.0
1115,Jony,es ESP,1991.0
1116,Joan Jordán,es ESP,1994.0
1117,Jorge,br BRA,1996.0
1118,Jorginho,it ITA,1991.0
1119,Willian José,br BRA,1991.0
1120,Joselu,es ESP,1990.0
1121,Yann Jouffre,fr FRA,1984.0
1122,Vukašin Jovanović,rs SRB,1996.0
1123,Stevan Jovetić,me MNE,1989.0
1124,Luka Jović,rs SRB,1997.0
1125,Jozabed,es ESP,1991.0
1126,Juanfran,es ESP,1985.0
1127,Juanfran,es ESP,1988.0
1128,Juankar,es ESP,1990.0
1129,Juanmi,es ESP,1993.0
1130,Juanpe,es ESP,1991.0
1131,Juanpi,ve VEN,1994.0
1132,Mariano Julio Izco,ar ARG,1983.0
1133,Christopher Jullien,fr FRA,1993.0
1134,David Juncà,es ESP,1993.0
1135,Gideon Jung,de GER,1994.0
1136,Sebastian Jung,de GER,1990.0
1137,Zlatko Junuzović,at AUT,1987.0
1138,Mathias Jørgensen,dk DEN,1990.0
1139,Christian Kabasele,be BEL,1991.0
1140,Younès Kaboul,fr FRA,1986.0
1141,Alexander Kačaniklić,se SWE,1991.0
1142,Gojko Kačar,rs SRB,1987.0
1143,Elias Kachunga,cd COD,1992.0
1144,Pavel Kadeřábek,cz CZE,1992.0
1145,Shinji Kagawa,jp JPN,1989.0
1146,Sullay Kaikai,eng ENG,1995.0
1147,Florian Kainz,at AUT,1992.0
1148,Dominik Kaiser,de GER,1988.0
1149,Gaël Kakuta,cd COD,1991.0
1150,Nikola Kalinić,hr CRO,1988.0
1151,Salomon Kalou,ci CIV,1985.0
1152,Daichi Kamada,jp JPN,1996.0
1153,François Kamano,gn GUI,1996.0
1154,Boubacar Kamara,fr FRA,1999.0
1155,Marcin Kamiński,pl POL,1992.0
1156,Kevin Kampl,si SVN,1990.0
1158,Harry Kane,eng ENG,1993.0
1159,Wilfried Kanga,fr FRA,1998.0
1160,Mamadou Kanouté,sn SEN,1993.0
1161,N'Golo Kanté,fr FRA,1991.0
1162,Bartosz Kapustka,pl POL,1996.0
1163,Kenan Karaman,tr TUR,1994.0
1164,Yann Karamoh,fr FRA,1998.0
1165,Rick Karsdorp,nl NED,1995.0
1166,Aleksandar Katai,rs SRB,1991.0
1167,Florian Kath,de GER,1994.0
1168,Ole Käuper,de GER,1997.0
1169,Beram Kayal,il ISR,1988.0
1170,Joris Kayembe,be BEL,1994.0
1171,Olarenwaju Kayode,ng NGA,1993.0
1172,Moise Kean,it ITA,2000.0
1173,Michael Keane,eng ENG,1993.0
1174,Thilo Kehrer,de GER,1996.0
1175,Cheick Keita,ml MLI,1996.0
1176,Naby Keïta,gn GUI,1995.0
1177,Keko,es ESP,1991.0
1178,Martin Kelly,eng ENG,1990.0
1179,Marc-Oliver Kempf,de GER,1995.0
1180,Kenedy,br BRA,1996.0
1181,Jonjoe Kenny,eng ENG,1997.0
1182,Ryan Kent,eng ENG,1996.0
1183,Christophe Kerbrat,fr FRA,1986.0
1184,Franck Kessié,ci CIV,1996.0
1185,Billy Ketkeophomphone,fr FRA,1990.0
1186,Driss Khalid,ma MAR,1999.0
1187,Saîf-Eddine Khaoui,tn TUN,1995.0
1188,Wahbi Khazri,tn TUN,1991.0
1189,Rani Khedira,de GER,1994.0
1190,Sami Khedira,de GER,1987.0
1191,Stefan Kießling,de GER,1984.0
1192,Kike,es ESP,1989.0
1193,Joshua Kimmich,de GER,1995.0
1194,Presnel Kimpembe,fr FRA,1995.0
1195,Andy King,wal WAL,1988.0
1197,Joshua King,no NOR,1992.0
1198,Simon Kjær,dk DEN,1989.0
1199,Davy Klaassen,nl NED,1993.0
1200,Felix Klaus,de GER,1992.0
1201,Ragnar Klavan,ee EST,1985.0
1202,Tim Kleindienst,de GER,1995.0
1203,Lukas Klostermann,de GER,1996.0
1204,Lukas Klünter,de GER,1996.0
1205,Robin Knoche,de GER,1992.0
1206,Anthony Knockaert,fr FRA,1991.0
1207,Törles Knöll,de GER,1997.0
1208,Robin Koch,de GER,1996.0
1209,Kenan Kodro,ba BIH,1993.0
1210,Dominik Kohr,de GER,1994.0
1211,Seybou Koita,ne NIG,1994.0
1212,Koke,es ESP,1992.0
1213,Aleksandar Kolarov,rs SRB,1985.0
1214,Sead Kolašinac,ba BIH,1993.0
1215,Vincent Kompany,be BEL,1986.0
1216,Ibrahima Konaté,fr FRA,1999.0
1217,Moussa Konaté,sn SEN,1993.0
1218,Geoffrey Kondogbia,cf CTA,1993.0
1219,Bakary Koné,bf BFA,1988.0
1220,Terence Kongolo,nl NED,1994.0
1222,Yevhen Konoplyanka,ua UKR,1989.0
1223,Julian Korb,de GER,1992.0
1224,Laurent Koscielny,fr FRA,1985.0
1225,Filip Kostić,rs SRB,1992.0
1226,Christian Kouakou,ci CIV,1991.0
1227,Rominigue Kouamé,ml MLI,1996.0
1228,Kalidou Koulibaly,sn SEN,1991.0
1229,Jules Koundé,fr FRA,1998.0
1230,Cheikhou Kouyaté,sn SEN,1989.0
1231,Mateo Kovačić,hr CRO,1994.0
1232,Dawid Kownacki,pl POL,1997.0
1233,Vincent Koziello,fr FRA,1995.0
1235,Emil Krafth,se SWE,1994.0
1236,Oliver Kragl,de GER,1990.0
1237,Andrej Kramarić,hr CRO,1991.0
1238,Christoph Kramer,de GER,1991.0
1239,Ladislav Krejčí,cz CZE,1992.0
1240,Rene Krhin,si SVN,1990.0
1241,Bojan Krkić,es ESP,1990.0
1243,Michael Krohn-Dehli,dk DEN,1983.0
1245,Toni Kroos,de GER,1990.0
1246,Max Kruse,de GER,1988.0
1247,Grzegorz Krychowiak,pl POL,1990.0
1248,Lukas Kübler,de GER,1992.0
1249,Jasmin Kurtić,si SVN,1989.0
1251,Layvin Kurzawa,fr FRA,1992.0
1252,Filip Kusić,rs SRB,1996.0
1253,Zdravko Kuzmanović,rs SRB,1987.0
1254,Han Kwang-song,kp PRK,1998.0
1255,Enock Kwateng,fr FRA,1997.0
1256,Alberto de la Bella,es ESP,1985.0
1257,Rajiv van La Parra,nl NED,1991.0
1258,Brighton Labeau,fr FRA,1996.0
1259,Gaëtan Laborde,fr FRA,1994.0
1260,Alexandre Lacazette,fr FRA,1991.0
1261,Mehdi Lacen,dz ALG,1984.0
1263,Léo Lacroix,ch SUI,1992.0
1264,Freddie Ladapo,eng ENG,1993.0
1265,Víctor Laguardia,es ESP,1989.0
1266,Konrad Laimer,at AUT,1997.0
1267,Kenny Lala,fr FRA,1991.0
1268,Adam Lallana,eng ENG,1988.0
1269,Érik Lamela,ar ARG,1992.0
1270,Ádám Lang,hu HUN,1993.0
1271,Sebastian Langkamp,de GER,1988.0
1273,Manuel Lanzini,ar ARG,1993.0
1274,Gianluca Lapadula,pe PER,1990.0
1275,Aymeric Laporte,fr FRA,1994.0
1277,Danilo Larangeira,br BRA,1984.0
1278,Kevin Lasagna,it ITA,1992.0
1279,Jamaal Lascelles,eng ENG,1993.0
1280,Paul Lasne,fr FRA,1989.0
1281,Borja Lasso,es ESP,1994.0
1282,Toni Lato,es ESP,1997.0
1283,Danny Latza,de GER,1989.0
1284,Vincent Laurini,fr FRA,1989.0
1285,Wesley Lautoa,nc NCL,1987.0
1286,Diego Laxalt,uy URU,1993.0
1287,Miguel Layún,mx MEX,1988.0
1288,Achraf Lazaar,ma MAR,1992.0
1289,Valentino Lazaro,at AUT,1996.0
1290,Darko Lazović,rs SRB,1990.0
1291,Manuel Lazzari,it ITA,1993.0
1292,Mickaël Le Bihan,fr FRA,1990.0
1293,Maxime Le Marchand,fr FRA,1989.0
1294,James Lea Siliki,fr FRA,1996.0
1295,Mathew Leckie,au AUS,1991.0
1296,Pierre Lees-Melou,fr FRA,1993.0
1297,Matthias Lehmann,de GER,1983.0
1298,Lucas Leiva,br BRA,1987.0
1299,Florian Lejeune,fr FRA,1991.0
1300,Iñigo Lekue,es ESP,1993.0
1301,Thomas Lemar,fr FRA,1995.0
1302,Mario Lemina,ga GAB,1993.0
1303,Mauricio Lemos,uy URU,1995.0
1305,Dylan Lempereur,fr FRA,1998.0
1306,Clément Lenglet,fr FRA,1995.0
1307,Aaron Lennon,eng ENG,1987.0
1309,Pedro León,es ESP,1986.0
1310,Sergio León,es ESP,1989.0
1311,Lukas Lerager,dk DEN,1993.0
1312,Mehdi Léris,fr FRA,1998.0
1313,Jefferson Lerma,co COL,1994.0
1314,Maxime Lestienne,be BEL,1992.0
1315,Gaetano Letizia,it ITA,1990.0
1316,Timo Letschert,nl NED,1993.0
1317,Robert Lewandowski,pl POL,1988.0
1318,Igor Lewczuk,pl POL,1985.0
1319,Stephan Lichtsteiner,ch SUI,1984.0
1320,Dimitri Liénard,fr FRA,1988.0
1321,Philipp Lienhart,at AUT,1996.0
1322,Lucas Lima,br BRA,1991.0
1323,Victor Lindelöf,se SWE,1994.0
1324,Karol Linetty,pl POL,1995.0
1325,Jesse Lingard,eng ENG,1992.0
1326,Pol Lirola,es ESP,1997.0
1327,Jake Livermore,eng ENG,1989.0
1328,Adem Ljajić,rs SRB,1991.0
1329,Diego Llorente,es ESP,1993.0
1330,Fernando Llorente,es ESP,1985.0
1331,Marcos Llorente,es ESP,1995.0
1332,Giovani Lo Celso,ar ARG,1996.0
1333,Simone Lo Faso,it ITA,1998.0
1334,Stanislav Lobotka,sk SVK,1994.0
1335,Jürgen Locadia,nl NED,1993.0
1336,Manuel Locatelli,it ITA,1998.0
1337,Ruben Loftus-Cheek,eng ENG,1996.0
1338,Enzo Loiodice,fr FRA,2000.0
1339,Joe Lolley,eng ENG,1992.0
1340,David Lombán,es ESP,1987.0
1341,Cristiano Lombardi,it ITA,1995.0
1342,Kevin Long,ie IRL,1990.0
