,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1492,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,eng Premier League,30,1986,22,1820,83,53.2,20.2,22,,17,0,,2,1.23,23,34,-11,-0.54,+0.41,Matches
1493,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Sunderland,eng Premier League,30,1986,1,90,90,2.6,1.0,1,,1,0,,0,0.00,1,2,-1,-1.00,+0.05,Matches
1494,Alexander Kačaniklić\Alexander-Kacaniklic,se SWE,MFFW,Nantes,fr Ligue 1,24,1991,17,701,41,20.5,7.8,7,,0,10,,9,0.94,6,8,-2,-0.26,+0.14,Matches
1495,Gojko Kačar\Gojko-Kacar,rs SRB,MFDF,Augsburg,de Bundesliga,29,1987,22,1097,50,35.8,12.2,11,,5,11,,3,1.18,11,23,-12,-0.98,-0.80,Matches
1496,Omar El Kaddouri\Omar-El-Kaddouri,ma MAR,MF,Napoli,it Serie A,25,1990,5,45,9,1.3,0.5,0,,0,5,,6,1.40,0,2,-2,-4.00,-5.52,Matches
1497,Omar El Kaddouri\Omar-El-Kaddouri,ma MAR,MF,Empoli,it Serie A,25,1990,15,1244,83,36.4,13.8,15,,8,0,,0,0.73,12,26,-14,-1.01,-0.27,Matches
1498,Julius Kade\Julius-Kade,de GER,MF,Hertha BSC,de Bundesliga,17,1999,1,10,10,0.3,0.1,0,,0,1,,7,0.00,0,0,0,0.00,+0.12,Matches
1499,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,MFDF,Hoffenheim,de Bundesliga,24,1992,23,1974,86,64.5,21.9,22,,20,1,,2,1.74,41,21,+20,+0.91,+0.33,Matches
1500,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,de Bundesliga,27,1989,21,1261,60,41.2,14.0,13,,8,8,,7,1.90,29,18,+11,+0.79,-0.27,Matches
1501,Sullay Kaikai\Sullay-Kaikai,eng ENG,FWMF,Crystal Palace,eng Premier League,20,1995,1,24,24,0.7,0.3,0,,0,1,,5,0.00,0,0,0,0.00,+0.34,Matches
1502,Florian Kainz\Florian-Kainz,at AUT,MF,Werder Bremen,de Bundesliga,23,1992,14,311,22,10.2,3.5,1,,0,13,,12,1.64,11,5,+6,+1.74,+2.03,Matches
1503,Dominik Kaiser\Dominik-Kaiser,de GER,MF,RB Leipzig,de Bundesliga,27,1988,25,961,38,31.4,10.7,7,,4,18,,9,2.32,20,12,+8,+0.75,-0.07,Matches
1504,Gaël Kakuta\Gael-Kakuta,cd COD,MF,La Coruña,es La Liga,25,1991,10,538,54,15.7,6.0,8,,1,2,,1,0.70,8,11,-3,-0.50,-0.03,Matches
1505,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Fiorentina,it Serie A,28,1988,32,2485,78,72.7,27.6,26,,21,6,,1,1.56,46,37,+9,+0.33,+0.61,Matches
1506,Zsolt Kalmár\Zsolt-Kalmar,hu HUN,MF,RB Leipzig,de Bundesliga,21,1995,0,,,,,0,,0,0,,7,,,,,,,Matches
1507,Salomon Kalou\Salomon-Kalou,ci CIV,MF,Hertha BSC,de Bundesliga,30,1985,26,1982,76,64.8,22.0,25,,8,1,,4,1.35,26,27,-1,-0.05,+0.21,Matches
1508,Aldo Kalulu\Aldo-Kalulu,fr FRA,FW,Lyon,fr Ligue 1,20,1996,4,78,20,2.3,0.9,1,,0,3,,4,1.00,1,2,-1,-1.15,-1.96,Matches
1509,Aldo Kalulu\Aldo-Kalulu,fr FRA,FWMF,Rennes,fr Ligue 1,20,1996,10,420,42,12.3,4.7,5,,0,5,,3,0.90,1,6,-5,-1.07,-1.04,Matches
1510,François Kamano\Francois-Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,20,1996,30,1695,57,49.6,18.8,17,,8,13,,6,1.67,33,16,+17,+0.90,+1.27,Matches
1511,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
1512,Wilson Kamavuaka\Wilson-Kamavuaka,cd COD,MF,Darmstadt 98,de Bundesliga,26,1990,8,502,63,16.4,5.6,6,,1,2,,1,1.13,8,10,-2,-0.36,+0.80,Matches
1513,Carlos Kameni\Carlos-Kameni,cm CMR,GK,Málaga,es La Liga,32,1984,35,3150,90,92.1,35.0,35,,35,0,,3,1.26,45,48,-3,-0.09,+0.91,Matches
1514,Kevin Kampl\Kevin-Kampl,si SVN,MF,Leverkusen,de Bundesliga,25,1990,30,2540,85,83.0,28.2,28,,27,2,,0,1.03,40,45,-5,-0.18,-0.70,Matches
1515,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,23,1993,30,2521,84,73.7,28.0,29,,13,1,,0,2.27,64,19,+45,+1.61,+0.10,Matches
1516,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,25,1991,35,3138,90,91.8,34.9,35,,34,0,,1,2.40,78,33,+45,+1.29,-0.94,Matches
1517,Abdelhamid El Kaoutari\Abdelhamid-El-Kaoutari,ma MAR,DF,Bastia,fr Ligue 1,26,1990,18,1352,75,39.5,15.0,16,,13,2,,4,0.72,8,31,-23,-1.53,-1.44,Matches
1518,Wilfrid Kaptoum\Wilfrid-Kaptoum,cm CMR,MF,Barcelona,es La Liga,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1519,Bartosz Kapustka\Bartosz-Kapustka,pl POL,MF,Leicester City,eng Premier League,19,1996,0,,,,,0,,0,0,,8,,,,,,,Matches
1520,Yann Karamoh\Yann-Karamoh,fr FRA,MFFW,Caen,fr Ligue 1,18,1998,35,2201,63,64.4,24.5,25,,11,10,,0,0.97,26,39,-13,-0.53,+0.65,Matches
1521,Benjamin Karamoko\Benjamin-Karamoko,ml MLI,DF,Saint-Étienne,fr Ligue 1,21,1995,1,60,60,1.8,0.7,1,,0,0,,4,3.00,2,1,+1,+1.50,+1.55,Matches
1522,Loris Karius\Loris-Karius,de GER,GK,Liverpool,eng Premier League,23,1993,10,900,90,26.3,10.0,10,,10,0,,25,2.10,26,12,+14,+1.40,+0.61,Matches
1523,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Udinese,it Serie A,31,1985,33,2958,90,86.5,32.9,33,,32,0,,3,1.21,38,45,-7,-0.21,+0.18,Matches
1524,Grigoris Kastanos\Grigoris-Kastanos,cy CYP,MFFW,Pescara,it Serie A,18,1998,8,280,35,8.2,3.1,3,,1,5,,9,0.00,3,14,-11,-3.54,-2.59,Matches
1525,Aleksandar Katai\Aleksandar-Katai,rs SRB,MFFW,Alavés,es La Liga,25,1991,20,785,39,23.0,8.7,8,,1,12,,10,1.10,12,14,-2,-0.23,-0.23,Matches
1526,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Metz,fr Ligue 1,33,1983,5,450,90,13.2,5.0,5,,5,0,,12,1.40,7,6,+1,+0.20,+1.23,Matches
1527,Moise Kean\Moise-Kean,it ITA,FW,Juventus,it Serie A,16,2000,3,21,7,0.6,0.2,0,,0,3,,10,3.00,2,0,+2,+8.57,+7.30,Matches
1528,Michael Keane\Michael-Keane,eng ENG,DF,Burnley,eng Premier League,23,1993,35,3150,90,92.1,35.0,35,,35,0,,0,1.11,35,49,-14,-0.40,+0.27,Matches
1529,Will Keane\Will-Keane,eng ENG,FW,Hull City,eng Premier League,23,1993,5,280,56,8.2,3.1,4,,1,1,,3,0.80,2,10,-8,-2.57,-1.57,Matches
1530,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Schalke 04,de Bundesliga,19,1996,16,1080,68,35.3,12.0,12,,11,4,,6,1.31,16,16,0,0.00,-0.23,Matches
1531,Abdoulaye Keita\Abdoulaye-Keita,ml MLI,DFMF,Bastia,fr Ligue 1,22,1994,21,1471,70,43.0,16.3,14,,14,7,,7,0.76,14,28,-14,-0.86,-0.35,Matches
1532,Naby Keïta\Naby-Keita,gn GUI,MF,RB Leipzig,de Bundesliga,21,1995,31,2409,78,78.7,26.8,29,,20,2,,1,2.10,54,30,+24,+0.90,+0.48,Matches
1533,Keko\Keko,es ESP,MF,Málaga,es La Liga,24,1991,22,1048,48,30.6,11.6,13,,0,9,,3,1.09,12,16,-4,-0.34,-0.27,Matches
1534,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,26,1990,29,2123,73,62.1,23.6,25,,15,4,,4,1.00,30,44,-14,-0.59,-0.66,Matches
1535,Olivier Kemen\Olivier-Kemen,fr FRA,MF,Lyon,fr Ligue 1,20,1996,2,60,30,1.8,0.7,0,,0,2,,2,0.50,0,1,-1,-1.50,-2.30,Matches
1536,Daniel Kemp\Daniel-Kemp,eng ENG,MF,West Ham,eng Premier League,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1537,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Freiburg,de Bundesliga,21,1995,13,1147,88,37.5,12.7,12,,12,1,,0,1.38,14,23,-9,-0.71,-0.28,Matches
1538,Kenedy\Kenedy,br BRA,MF,Chelsea,eng Premier League,20,1996,1,74,74,2.2,0.8,1,,0,0,,0,3.00,3,3,0,0.00,-1.40,Matches
1539,Kenedy\Kenedy,br BRA,FWMF,Watford,eng Premier League,20,1996,1,16,16,0.5,0.2,0,,0,1,,2,0.00,0,0,0,0.00,+0.74,Matches
1540,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DFFW,Everton,eng Premier League,19,1997,1,13,13,0.4,0.1,0,,0,1,,7,0.00,0,0,0,0.00,-0.48,Matches
1541,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,29,1986,35,3134,90,91.6,34.8,35,,34,0,,2,1.31,43,48,-5,-0.14,+0.49,Matches
1542,Franck Kessié\Franck-Kessie,ci CIV,MF,Atalanta,it Serie A,19,1996,30,2220,74,64.9,24.7,25,,17,5,,1,1.90,45,31,+14,+0.57,+0.04,Matches
1543,Thomas Kessler\Thomas-Kessler,de GER,GK,Köln,de Bundesliga,30,1986,13,1170,90,38.2,13.0,13,,13,0,,12,1.15,15,18,-3,-0.23,-0.80,Matches
1544,Billy Ketkeophomphone\Billy-Ketkeophomphone,fr FRA,FWMF,Angers,fr Ligue 1,26,1990,5,292,58,8.5,3.2,4,,2,1,,0,1.20,2,4,-2,-0.62,-0.42,Matches
1545,Hamidou Keyta\Hamidou-Keyta,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,21,1994,4,163,41,4.8,1.8,2,,0,2,,1,1.75,4,1,+3,+1.66,+1.77,Matches
1546,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MF,Marseille,fr Ligue 1,21,1995,9,149,17,4.4,1.7,1,,0,8,,8,1.22,1,1,0,0.00,-0.44,Matches
1547,Wahbi Khazri\Wahbi-Khazri,tn TUN,MFFW,Sunderland,eng Premier League,25,1991,21,849,40,24.8,9.4,7,,4,14,,12,0.33,7,21,-14,-1.48,-0.57,Matches
1548,Rani Khedira\Rani-Khedira,de GER,MF,RB Leipzig,de Bundesliga,22,1994,10,163,16,5.3,1.8,1,,0,9,,17,2.40,3,7,-4,-2.21,-3.17,Matches
1549,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,29,1987,31,2539,82,74.2,28.2,31,,20,0,,3,2.35,51,20,+31,+1.10,-0.84,Matches
1550,Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Bordeaux,fr Ligue 1,24,1992,7,238,34,7.0,2.6,2,,2,5,,6,1.00,5,3,+2,+0.76,+0.53,Matches
1551,Stefan Kießling\Stefan-Kiessling,de GER,FW,Leverkusen,de Bundesliga,32,1984,20,756,38,24.7,8.4,6,,4,14,,3,1.20,13,12,+1,+0.12,+0.24,Matches
1552,Michael Kightly\Michael-Kightly,eng ENG,MF,Burnley,eng Premier League,30,1986,5,104,21,3.0,1.2,1,,0,4,,15,1.20,2,1,+1,+0.87,+1.33,Matches
1553,Kike\Kike,es ESP,FW,Eibar,es La Liga,26,1989,24,1528,64,44.7,17.0,18,,5,6,,3,1.42,23,20,+3,+0.18,+0.08,Matches
1554,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,21,1995,27,1547,57,50.6,17.2,15,,9,12,,6,2.52,39,15,+24,+1.40,-1.16,Matches
1555,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,20,1995,19,1710,90,50.0,19.0,19,,19,0,,12,2.53,44,9,+35,+1.84,+0.74,Matches
1556,Andy King\Andy-King,wal WAL,MF,Leicester City,eng Premier League,27,1988,23,1446,63,42.3,16.1,15,,10,8,,14,1.09,23,26,-3,-0.19,+0.36,Matches
1557,Joshua King\Joshua-King,no NOR,MFFW,Bournemouth,eng Premier League,24,1992,36,2713,75,79.3,30.1,31,,18,5,,0,1.17,38,54,-16,-0.53,-1.04,Matches
1558,Stephen Kingsley\Stephen-Kingsley,sco SCO,DF,Swansea City,eng Premier League,22,1994,13,1036,80,30.3,11.5,12,,11,1,,10,0.92,9,20,-11,-0.96,-0.43,Matches
1559,Jan Kirchhoff\Jan-Kirchhoff,de GER,MF,Sunderland,eng Premier League,25,1990,7,433,62,12.7,4.8,5,,1,2,,0,0.57,4,11,-7,-1.45,-0.46,Matches
1560,Ricardo Kishna\Ricardo-Kishna,nl NED,MFFW,Lille,fr Ligue 1,21,1995,11,504,46,14.7,5.6,5,,0,6,,2,0.91,7,5,+2,+0.36,+0.63,Matches
1561,Ricardo Kishna\Ricardo-Kishna,nl NED,FW,Lazio,it Serie A,21,1995,5,158,32,4.6,1.8,2,,0,3,,11,2.00,5,2,+3,+1.71,+1.16,Matches
1562,Sonny Kittel\Sonny-Kittel,de GER,MFFW,Ingolstadt 04,de Bundesliga,23,1993,20,794,40,25.9,8.8,7,,1,13,,5,1.15,11,19,-8,-0.91,-0.39,Matches
1563,Sofian Kiyine\Sofian-Kiyine,ma MAR,MF,Chievo,it Serie A,18,1997,7,73,10,2.1,0.8,0,,0,7,,13,0.86,1,3,-2,-2.47,-2.04,Matches
1564,Hiroshi Kiyotake\Hiroshi-Kiyotake,jp JPN,MFFW,Sevilla,es La Liga,26,1989,4,284,71,8.3,3.2,3,,2,1,,7,2.00,9,6,+3,+0.95,+0.46,Matches
1565,Patric Klandt\Patric-Klandt,de GER,GK,Freiburg,de Bundesliga,32,1983,0,,,,,0,,0,0,,2,,,,,,,Matches
1566,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,eng Premier League,30,1985,20,1410,71,41.2,15.7,15,,15,5,,13,2.20,34,19,+15,+0.96,+0.02,Matches
1567,László Kleinheisler\Laszlo-Kleinheisler,hu HUN,MF,Darmstadt 98,de Bundesliga,22,1994,12,776,65,25.4,8.6,10,,2,2,,4,0.67,8,15,-7,-0.81,+0.29,Matches
1568,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,20,1996,1,90,90,2.9,1.0,1,,1,0,,0,3.00,1,0,+1,+1.00,+0.21,Matches
1569,Lukas Klünter\Lukas-Klunter,de GER,DF,Köln,de Bundesliga,20,1996,8,720,90,23.5,8.0,8,,8,0,,12,1.50,13,11,+2,+0.25,-0.02,Matches
1570,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,24,1992,23,1870,81,61.1,20.8,21,,19,2,,10,1.13,22,33,-11,-0.53,0.00,Matches
1571,Noel Knothe\Noel-Knothe,de GER,DF,Eint Frankfurt,de Bundesliga,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1572,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
1573,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Osasuna,es La Liga,22,1993,28,1471,53,43.0,16.3,17,,9,11,,2,0.57,16,38,-22,-1.35,+0.13,Matches
1574,Erwin Koffi\Erwin-Koffi,fr FRA,DF,Lorient,fr Ligue 1,21,1995,12,997,83,29.2,11.1,11,,9,1,,20,0.83,7,22,-15,-1.35,-0.95,Matches
1575,Florian Kohls\Florian-Kohls,de GER,MF,Hertha BSC,de Bundesliga,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
1576,Dominik Kohr\Dominik-Kohr,de GER,MF,Augsburg,de Bundesliga,22,1994,26,1964,76,64.2,21.8,21,,15,5,,1,1.19,24,33,-9,-0.41,+0.16,Matches
1577,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,24,1992,36,3168,88,92.6,35.2,36,,33,0,,0,2.00,59,25,+34,+0.97,-2.25,Matches
1578,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Manchester City,eng Premier League,30,1985,29,2535,87,74.1,28.2,27,,27,2,,9,2.17,58,27,+31,+1.10,+0.08,Matches
1579,Sead Kolašinac\Sead-Kolasinac,ba BIH,MFDF,Schalke 04,de Bundesliga,23,1993,25,2065,83,67.5,22.9,24,,18,1,,5,1.60,36,19,+17,+0.74,+1.83,Matches
1580,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,fr Ligue 1,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1581,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,M'Gladbach,de Bundesliga,24,1991,1,9,9,0.3,0.1,0,,0,1,,14,3.00,0,1,-1,-10.00,-9.91,Matches
1582,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Sevilla,es La Liga,24,1991,5,331,66,9.7,3.7,3,,3,2,,7,1.60,4,5,-1,-0.27,-0.88,Matches
1583,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,30,1986,11,820,75,24.0,9.1,10,,7,1,,9,2.00,22,6,+16,+1.76,+0.89,Matches
1584,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Inter,it Serie A,23,1993,24,1711,71,50.0,19.0,20,,11,4,,9,1.46,42,33,+9,+0.47,-0.26,Matches
1585,Arouna Koné\Arouna-Kone,ci CIV,FW,Everton,eng Premier League,32,1983,5,70,14,2.0,0.8,0,,0,5,,3,1.67,0,3,-3,-3.86,-4.42,Matches
1586,Bakary Koné\Bakary-Kone,bf BFA,DF,Málaga,es La Liga,28,1988,7,600,86,17.5,6.7,7,,5,0,,5,1.57,12,9,+3,+0.45,+0.74,Matches
1587,Lamine Koné\Lamine-Kone,ci CIV,DF,Sunderland,eng Premier League,27,1989,30,2545,85,74.4,28.3,29,,28,1,,1,0.73,22,46,-24,-0.85,+0.80,Matches
1588,Mamadou Koné\Mamadou-Kone,ci CIV,FW,Leganés,es La Liga,24,1991,5,177,35,5.2,2.0,1,,1,4,,1,0.60,3,7,-4,-2.03,-1.62,Matches
1589,Panagiotis Kone\Panagiotis-Kone,gr GRE,MF,Udinese,it Serie A,29,1987,5,301,60,8.8,3.3,3,,2,2,,3,0.80,3,8,-5,-1.50,-1.38,Matches
1590,Panagiotis Kone\Panagiotis-Kone,gr GRE,MF,Granada,es La Liga,29,1987,2,46,23,1.3,0.5,0,,0,2,,2,1.50,0,1,-1,-1.96,-0.60,Matches
1591,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,fr Ligue 1,21,1995,2,180,90,5.3,2.0,2,,2,0,,6,1.50,3,4,-1,-0.50,-0.33,Matches
1592,Abdoulay Konko\Abdoulay-Konko,fr FRA,MFDF,Atalanta,it Serie A,32,1984,10,617,62,18.0,6.9,7,,4,3,,9,1.80,10,6,+4,+0.58,+0.04,Matches
1593,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,26,1989,17,609,36,19.9,6.8,5,,1,12,,6,0.88,5,12,-7,-1.03,-1.48,Matches
1594,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,Sevilla,es La Liga,26,1989,0,,,,,0,,0,0,,1,,,,,,,Matches
1595,Dimitrios Konstantopoulos\Dimitrios-Konstantopoulos,gr GRE,GK,Middlesbrough,eng Premier League,37,1978,0,,,,,0,,0,0,,12,,,,,,,Matches
1596,Julian Korb\Julian-Korb,de GER,DFMF,M'Gladbach,de Bundesliga,24,1992,12,758,63,24.8,8.4,7,,7,5,,16,0.75,8,14,-6,-0.71,-0.79,Matches
1597,Nils-Jonathan Körber\Nils-Jonathan-Korber,de GER,GK,Hertha BSC,de Bundesliga,19,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
1598,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,30,1985,33,2822,86,82.5,31.4,33,,30,0,,0,2.00,61,36,+25,+0.80,-0.41,Matches
1599,Filip Kostić\Filip-Kostic,rs SRB,MF,Hamburger SV,de Bundesliga,23,1992,31,2518,81,82.3,28.0,29,,13,2,,1,1.23,28,45,-17,-0.61,+1.22,Matches
1600,Andrej Kotnik\Andrej-Kotnik,si SVN,MF,Crotone,it Serie A,20,1995,2,31,16,0.9,0.3,0,,0,2,,15,1.50,0,0,0,0.00,+0.64,Matches
1601,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,25,1991,28,2471,88,72.3,27.5,28,,27,0,,3,2.25,61,23,+38,+1.38,-0.23,Matches
1602,Anthony Koura\Anthony-Koura,bf BFA,FWMF,Nancy,fr Ligue 1,23,1993,15,766,51,22.4,8.5,8,,2,7,,7,0.60,5,13,-8,-0.94,-0.43,Matches
1603,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,West Ham,eng Premier League,26,1989,31,2722,88,79.6,30.2,31,,25,0,,0,1.13,35,46,-11,-0.36,+0.41,Matches
1604,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Real Madrid,es La Liga,22,1994,27,1687,62,49.3,18.7,19,,9,8,,10,2.48,55,24,+31,+1.65,-0.11,Matches
1605,Vincent Koziello\Vincent-Koziello,fr FRA,MF,Nice,fr Ligue 1,20,1995,27,1669,62,48.8,18.5,19,,12,8,,10,2.11,28,18,+10,+0.54,-0.33,Matches
1606,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,28,1988,0,,,,,0,,0,0,,32,,,,,,,Matches
1607,Emil Krafth\Emil-Krafth,se SWE,DF,Bologna,it Serie A,21,1994,26,1656,64,48.4,18.4,16,,10,10,,8,1.23,17,30,-13,-0.71,-0.45,Matches
1608,Luka Krajnc\Luka-Krajnc,si SVN,DF,Sampdoria,it Serie A,21,1994,0,,,,,0,,0,0,,15,,,,,,,Matches
1609,Luka Krajnc\Luka-Krajnc,si SVN,DF,Cagliari,it Serie A,21,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
1610,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,25,1991,34,2364,70,77.3,26.3,28,,13,6,,0,1.82,52,28,+24,+0.91,+0.53,Matches
1611,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,25,1991,24,1962,82,64.1,21.8,23,,19,1,,0,1.33,28,29,-1,-0.05,+0.20,Matches
1612,Matías Kranevitter\Matias-Kranevitter,ar ARG,MF,Sevilla,es La Liga,23,1993,21,1286,61,37.6,14.3,14,,10,7,,13,1.90,24,20,+4,+0.28,-0.39,Matches
1613,Titas Krapikas\Titas-Krapikas,lt LTU,GK,Sampdoria,it Serie A,17,1999,0,,,,,0,,0,0,,23,,,,,,,Matches
1614,Artem Kravets\Artem-Kravets,ua UKR,FW,Granada,es La Liga,27,1989,26,1375,53,40.2,15.3,16,,6,10,,0,0.50,12,32,-20,-1.31,+0.10,Matches
1615,Ladislav Krejčí\Ladislav-Krejci,cz CZE,FWMF,Bologna,it Serie A,24,1992,37,2772,75,81.1,30.8,33,,17,4,,1,1.08,34,43,-9,-0.29,+0.96,Matches
1616,Rene Krhin\Rene-Krhin,si SVN,MF,Granada,es La Liga,26,1990,12,934,78,27.3,10.4,11,,7,1,,5,0.17,7,28,-21,-2.02,-0.90,Matches
1617,Bojan Krkić\Bojan-Krkic,es ESP,MFFW,Stoke City,eng Premier League,25,1990,9,475,53,13.9,5.3,5,,1,4,,12,0.33,6,12,-6,-1.14,-0.86,Matches
1618,Bojan Krkić\Bojan-Krkic,es ESP,MFFW,Mainz 05,de Bundesliga,25,1990,11,628,57,20.5,7.0,8,,3,3,,5,0.64,9,15,-6,-0.86,-0.67,Matches
1619,Michael Krohn-Dehli\Michael-Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,33,1983,2,169,85,4.9,1.9,2,,0,0,,1,1.50,6,4,+2,+1.07,+0.57,Matches
1620,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,26,1990,29,2495,86,73.0,27.7,28,,24,1,,3,2.34,74,28,+46,+1.66,-0.19,Matches
1621,Nenad Krstičić\Nenad-Krsticic,rs SRB,MF,Alavés,es La Liga,26,1990,14,742,53,21.7,8.2,9,,2,5,,8,1.07,13,12,+1,+0.12,+0.22,Matches
1622,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,22,1993,32,2431,76,71.1,27.0,29,,17,3,,3,0.72,20,43,-23,-0.85,-0.03,Matches
1623,Max Kruse\Max-Kruse,de GER,FW,Werder Bremen,de Bundesliga,28,1988,23,2043,89,66.8,22.7,23,,19,0,,0,1.52,45,37,+8,+0.35,+1.33,Matches
1624,Robbie Kruse\Robbie-Kruse,au AUS,FWMF,Leverkusen,de Bundesliga,27,1988,0,,,,,0,,0,0,,5,,,,,,,Matches
1625,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,Paris S-G,fr Ligue 1,26,1990,11,659,60,19.3,7.3,7,,5,4,,9,1.82,14,11,+3,+0.41,-1.32,Matches
1626,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,23,1992,16,1153,72,37.7,12.8,14,,7,2,,5,1.44,14,21,-7,-0.55,-0.03,Matches
1627,Dušan Kuciak\Dusan-Kuciak,sk SVK,GK,Hull City,eng Premier League,31,1985,0,,,,,0,,0,0,,3,,,,,,,Matches
1628,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Milan,it Serie A,29,1987,30,2082,69,60.9,23.1,23,,15,7,,2,1.77,35,29,+6,+0.26,-0.14,Matches
1629,Kuki\Kuki,es ESP,FW,Málaga,es La Liga,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1630,Sven Kums\Sven-Kums,be BEL,MF,Udinese,it Serie A,28,1988,29,1828,63,53.5,20.3,20,,11,9,,4,1.17,22,27,-5,-0.25,-0.02,Matches
1631,Sinan Kurt\Sinan-Kurt,de GER,MF,Hertha BSC,de Bundesliga,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
1632,Sinan Kurt\Sinan-Kurt,tr TUR,FWMF,Hertha BSC,de Bundesliga,20,1996,2,6,3,0.2,0.1,0,,,2,,0,,,,,,,Matches
1633,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Atalanta,it Serie A,27,1989,37,2739,74,80.1,30.4,35,,15,2,,0,1.86,47,36,+11,+0.36,-0.96,Matches
1634,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,23,1992,18,1527,85,44.6,17.0,18,,16,0,,4,2.17,32,14,+18,+1.06,-0.75,Matches
