Player,Nation,Born,Season,Squad,Comp,Pos,Secondary_Pos,90s
Jordan Lotomba,ch SUI,1998.0,2021.0,Nice,Europa League,DF,,4.1
Hirving Lozano,mx MEX,1995.0,2021.0,Napoli,Europa League,FW,MF,3.1
Michael Lüftner,cz CZE,1994.0,2021.0,AC Omonia,Europa League,DF,,6.0
David Luiz,br BRA,1987.0,2021.0,Arsenal,Europa League,DF,,6.5
Jordan Lukaku,be BEL,1994.0,2021.0,Antwerp,Europa League,DF,,2.6
Kai Lukas Stratznig,at AUT,2002.0,2021.0,Wolfsberger AC,Europa League,MF,,3.9
Maksym Lunyov,ua UKR,1998.0,2021.0,Zorya Luhansk,Europa League,FW,MF,2.1
Fabian Lustenberger,ch SUI,1988.0,2021.0,Young Boys,Europa League,DF,MF,7.8
Leftheris Lyratzis,gr GRE,2000.0,2021.0,PAOK,Europa League,DF,,0.9
Yann M'Vila,fr FRA,1990.0,2021.0,Olympiacos,Europa League,MF,DF,3.9
Quentin Maceiras,ch SUI,1995.0,2021.0,Young Boys,Europa League,DF,,2.5
Theodosios Machairas,gr GRE,2000.0,2021.0,AEK Athens,Europa League,FW,DF,0.5
Darwin Machís,ve VEN,1993.0,2021.0,Granada,Europa League,MF,FW,5.2
Mahir Madatov,az AZE,1997.0,2021.0,Qarabağ Ağdam,Europa League,FW,,1.8
James Maddison,eng ENG,1996.0,2021.0,Leicester City,Europa League,MF,,3.8
Ilay Madmon,il ISR,2003.0,2021.0,Be'er Sheva,Europa League,MF,,1.6
Chukwunonso Madueke,eng ENG,2002.0,2021.0,PSV Eindhoven,Europa League,FW,MF,2.7
Hörður Magnússon,is ISL,1993.0,2021.0,CSKA Moscow,Europa League,DF,,4.8
Harry Maguire,eng ENG,1993.0,2021.0,Manchester Utd,Europa League,DF,,3.0
Hicham Mahou,fr FRA,1999.0,2021.0,Nice,Europa League,DF,,0.7
Ainsley Maitland-Niles,eng ENG,1997.0,2021.0,Arsenal,Europa League,DF,MF,4.7
Lovro Majer,hr CRO,1998.0,2021.0,Dinamo Zagreb,Europa League,MF,FW,8.4
Nikola Maksimović,rs SRB,1991.0,2021.0,Napoli,Europa League,DF,,7.5
Tyrell Malacia,nl NED,1999.0,2021.0,Feyenoord,Europa League,DF,,2.9
Daniel Maldini,it ITA,2001.0,2021.0,Milan,Europa League,FW,MF,0.9
Donyell Malen,nl NED,1999.0,2021.0,PSV Eindhoven,Europa League,FW,,7.5
Tomáš Malinský,cz CZE,1991.0,2021.0,Slavia Prague,Europa League,MF,DF,1.4
Felix Mambimbi,ch SUI,2001.0,2021.0,Young Boys,Europa League,FW,MF,2.9
Gianluca Mancini,it ITA,1996.0,2021.0,Roma,Europa League,DF,,3.5
Reinildo Mandava,mz MOZ,1994.0,2021.0,Lille,Europa League,DF,,2.5
Mario Mandžukić,hr CRO,1986.0,2021.0,Milan,Europa League,FW,,0.9
Cristian Manea,ro ROU,1997.0,2021.0,CFR Cluj,Europa League,DF,,4.9
Petros Mantalos,gr GRE,1991.0,2021.0,AEK Athens,Europa League,MF,,4.5
Elvis Manu,nl NED,1993.0,2021.0,Ludogorets,Europa League,FW,,2.8
Benson Manuel,be BEL,1997.0,2021.0,Antwerp,Europa League,FW,DF,1.1
Myziane Maolida,fr FRA,1999.0,2021.0,Nice,Europa League,FW,,1.8
Kamso Mara,gn GUI,1994.0,2021.0,Slovan Liberec,Europa League,MF,,6.0
Konstantin Maradishvili,ru RUS,2000.0,2021.0,CSKA Moscow,Europa League,DF,MF,6.0
Filip Marchwiński,pl POL,2002.0,2021.0,Lech Poznań,Europa League,MF,,3.9
Pablo Marí,es ESP,1993.0,2021.0,Arsenal,Europa League,DF,,2.0
Higinio Marín,es ESP,1993.0,2021.0,Ludogorets,Europa League,FW,,1.0
Marlos,ua UKR,1988.0,2021.0,Shakhtar,Europa League,MF,,2.7
Sulayman Marreh,gm GAM,1996.0,2021.0,Gent,Europa League,MF,DF,2.1
Anthony Martial,fr FRA,1995.0,2021.0,Manchester Utd,Europa League,FW,,1.8
Martinelli,br BRA,2001.0,2021.0,Arsenal,Europa League,FW,,0.3
Lisandro Martínez,ar ARG,1998.0,2021.0,Ajax,Europa League,DF,,4.0
Bruno Martins Indi,nl NED,1992.0,2021.0,AZ Alkmaar,Europa League,DF,,4.2
Christopher Martins,lu LUX,1997.0,2021.0,Young Boys,Europa League,MF,,0.4
Alyaksandr Martynovich,by BLR,1987.0,2021.0,Krasnodar,Europa League,DF,,2.0
Lukáš Masopust,cz CZE,1993.0,2021.0,Slavia Prague,Europa League,DF,MF,6.4
Giorgos Masouras,gr GRE,1994.0,2021.0,Olympiacos,Europa League,FW,MF,2.4
Clinton Mata,ao ANG,1992.0,2021.0,Club Brugge,Europa League,DF,,2.0
Juan Mata,es ESP,1988.0,2021.0,Manchester Utd,Europa League,MF,,0.1
Nemanja Matić,rs SRB,1988.0,2021.0,Manchester Utd,Europa League,MF,,2.3
Uroš Matić,mk MKD,1990.0,2021.0,Qarabağ Ağdam,Europa League,MF,,3.9
Léo Matos,br BRA,1986.0,2021.0,PAOK,Europa League,DF,,0.7
Jan Matoušek,cz CZE,1998.0,2021.0,Slovan Liberec,Europa League,MF,,1.6
Jurgen Mattheij,nl NED,1993.0,2021.0,CSKA Sofia,Europa League,DF,,5.0
Mykola Matviyenko,ua UKR,1996.0,2021.0,Shakhtar,Europa League,DF,,4.0
Charalampos Mavrias,gr GRE,1994.0,2021.0,AC Omonia,Europa League,DF,,1.0
Philipp Max,de GER,1993.0,2021.0,PSV Eindhoven,Europa League,DF,,7.5
Maycon,br BRA,1997.0,2021.0,Shakhtar,Europa League,MF,,3.2
Borja Mayoral,es ESP,1997.0,2021.0,Roma,Europa League,FW,,6.9
Bradley Mazikou,cg CGO,1996.0,2021.0,CSKA Sofia,Europa League,DF,,4.0
Dieumerci Mbokani,cd COD,1985.0,2021.0,Antwerp,Europa League,FW,,2.1
Patrick McEleney,ie IRL,1992.0,2021.0,Dundalk,Europa League,MF,FW,2.6
Callum McGregor,sco SCO,1993.0,2021.0,Celtic,Europa League,MF,,6.0
David McMillan,ie IRL,1988.0,2021.0,Dundalk,Europa League,FW,,1.6
Scott McTominay,sco SCO,1996.0,2021.0,Manchester Utd,Europa League,MF,,2.7
Brandon Mechele,be BEL,1993.0,2021.0,Club Brugge,Europa League,DF,,2.0
Iuri Medeiros,pt POR,1994.0,2021.0,Braga,Europa League,MF,,2.9
Kevin Medina,co COL,1993.0,2021.0,Qarabağ Ağdam,Europa League,DF,,5.0
Maksim Medvedev,az AZE,1989.0,2021.0,Qarabağ Ağdam,Europa League,DF,,1.9
Soualiho Meïté,fr FRA,1994.0,2021.0,Milan,Europa League,MF,,4.0
Marcelo Meli,ar ARG,1992.0,2021.0,Be'er Sheva,Europa League,MF,FW,1.3
Luka Menalo,ba BIH,1996.0,2021.0,Rijeka,Europa League,FW,MF,3.3
Nampalys Mendy,sn SEN,1992.0,2021.0,Leicester City,Europa League,MF,,2.0
Mikel Merino,es ESP,1996.0,2021.0,Real Sociedad,Europa League,MF,,7.7
Martín Merquelanz,es ESP,1995.0,2021.0,Real Sociedad,Europa League,FW,,0.3
Dries Mertens,be BEL,1987.0,2021.0,Napoli,Europa League,FW,MF,4.4
Elia Meschak,cd COD,1996.0,2021.0,Young Boys,Europa League,FW,,5.6
Giannis Michailidis,gr GRE,2000.0,2021.0,PAOK,Europa League,DF,,1.0
Kristián Michálek,sk SVK,2000.0,2021.0,Slovan Liberec,Europa League,MF,,0.2
Peter Michorl,at AUT,1995.0,2021.0,LASK,Europa League,MF,,5.0
Fredrik Midtsjø,no NOR,1993.0,2021.0,AZ Alkmaar,Europa League,MF,,6.0
Cătălin Mihai Itu,ro ROU,1999.0,2021.0,CFR Cluj,Europa League,MF,,1.2
Jan Mikula,cz CZE,1992.0,2021.0,Slovan Liberec,Europa League,DF,,6.0
Luis Milla,es ESP,1994.0,2021.0,Granada,Europa League,MF,,5.0
Nemanja Milunović,rs SRB,1989.0,2021.0,Red Star,Europa League,DF,,7.0
Martin Minchev,bg BUL,2001.0,2021.0,Sparta Prague,Europa League,FW,,0.8
Josip Mišić,hr CRO,1994.0,2021.0,Dinamo Zagreb,Europa League,MF,,0.6
Mario Mitaj,al ALB,2003.0,2021.0,AEK Athens,Europa League,DF,,1.0
Dimitar Mitkov,bg BUL,2000.0,2021.0,Ludogorets,Europa League,FW,,0.5
Koji Miyoshi,jp JPN,1997.0,2021.0,Antwerp,Europa League,DF,,4.5
Henrikh Mkhitaryan,am ARM,1989.0,2021.0,Roma,Europa League,FW,MF,3.7
David Moberg Karlsson,se SWE,1994.0,2021.0,Sparta Prague,Europa League,FW,,3.8
Jakub Moder,pl POL,1999.0,2021.0,Lech Poznań,Europa League,MF,,4.5
Axel Mohamed Bakayoko,fr FRA,1998.0,2021.0,Red Star,Europa League,MF,,0.1
Milad Mohammadi,ir IRN,1993.0,2021.0,Gent,Europa League,DF,,4.5
Sadegh Moharrami,ir IRN,1996.0,2021.0,Dinamo Zagreb,Europa League,DF,,3.8
Jorge Molina,es ESP,1982.0,2021.0,Granada,Europa League,FW,MF,6.2
Nacho Monreal,es ESP,1986.0,2021.0,Real Sociedad,Europa League,DF,,6.9
Ángel Montoro,es ESP,1988.0,2021.0,Granada,Europa League,MF,,4.1
Júnior Moraes,ua UKR,1987.0,2021.0,Shakhtar,Europa League,FW,,3.5
Alfredo Morelos,co COL,1996.0,2021.0,Rangers,Europa League,FW,,7.9
Gerard Moreno,es ESP,1992.0,2021.0,Villarreal,Europa League,FW,MF,4.4
Wes Morgan,jm JAM,1984.0,2021.0,Leicester City,Europa League,DF,,2.1
Jhon Mosquera,co COL,1990.0,2021.0,Slovan Liberec,Europa League,MF,FW,5.0
Mattias Moström,se SWE,1983.0,2021.0,Molde,Europa League,FW,MF,0.2
Cosmin Moți,ro ROU,1984.0,2021.0,Ludogorets,Europa League,DF,,2.0
John Mountney,ie IRL,1993.0,2021.0,Dundalk,Europa League,MF,DF,3.0
Moura,pt POR,1999.0,2021.0,Braga,Europa League,DF,,1.3
Lucas Moura,br BRA,1992.0,2021.0,Tottenham,Europa League,FW,,6.6
Karlo Muhar,hr CRO,1996.0,2021.0,Lech Poznań,Europa League,MF,,2.4
Jackson Muleka,cd COD,1999.0,2021.0,Standard Liège,Europa League,FW,,0.9
Aihen Muñoz,es ESP,1997.0,2021.0,Real Sociedad,Europa League,DF,,1.1
Thomas Murg,at AUT,1994.0,2021.0,PAOK,Europa League,FW,MF,3.5
Robert Murić,hr CRO,1996.0,2021.0,Rijeka,Europa League,MF,,2.7
Sean Murray,ie IRL,1993.0,2021.0,Dundalk,Europa League,MF,,1.7
Petar Musa,hr CRO,1998.0,2021.0,Slavia Prague,Europa League,FW,,2.2
Shkodran Mustafi,de GER,1992.0,2021.0,Arsenal,Europa League,DF,,4.4
Enoch Mwepu,zm ZAM,1998.0,2021.0,RB Salzburg,Europa League,MF,,2.0
Vitaliy Mykolenko,ua UKR,1999.0,2021.0,Dynamo Kyiv,Europa League,DF,,3.9
Rahil Məmmədov,az AZE,1995.0,2021.0,Qarabağ Ağdam,Europa League,DF,,1.1
Stanley N'Soki,fr FRA,1999.0,2021.0,Nice,Europa League,DF,,3.2
Ben Nabouhane,km COM,1989.0,2021.0,Red Star,Europa League,FW,,6.0
Luciano Narsingh,nl NED,1990.0,2021.0,Feyenoord,Europa League,FW,MF,1.5
Yehor Nazaryna,ua UKR,1997.0,2021.0,Zorya Luhansk,Europa League,MF,FW,4.8
Wilfred Ndidi,ng NGA,1996.0,2021.0,Leicester City,Europa League,MF,,3.3
Tanguy Ndombele,fr FRA,1996.0,2021.0,Tottenham,Europa League,MF,,3.5
Dan Ndoye,ch SUI,2000.0,2021.0,Nice,Europa League,FW,DF,2.1
Ionuț Nedelcearu,ro ROU,1996.0,2021.0,AEK Athens,Europa League,DF,,6.0
Anton Nedyalkov,bg BUL,1993.0,2021.0,Ludogorets,Europa League,DF,,5.0
Reiss Nelson,eng ENG,1999.0,2021.0,Arsenal,Europa League,MF,FW,2.7
David Neres,br BRA,1997.0,2021.0,Ajax,Europa League,FW,,3.4
Aleš Nešický,cz CZE,1992.0,2021.0,Slovan Liberec,Europa League,MF,,1.0
Carlos Neva,es ESP,1996.0,2021.0,Granada,Europa League,DF,,6.6
Michael Ngadeu-Ngadjui,cm CMR,1990.0,2021.0,Gent,Europa League,DF,,4.0
Moumi Ngamaleu,cm CMR,1994.0,2021.0,Young Boys,Europa League,MF,FW,6.1
Cheikh Niasse,sn SEN,2000.0,2021.0,Lille,Europa League,DF,,0.8
Bart Nieuwkoop,nl NED,1996.0,2021.0,Feyenoord,Europa League,DF,,2.5
Veljko Nikolić,rs SRB,1999.0,2021.0,Red Star,Europa League,MF,,3.6
Casimir Ninga,td CHA,1993.0,2021.0,Sivasspor,Europa League,FW,,1.6
Fernando Niño,es ESP,2000.0,2021.0,Villarreal,Europa League,FW,,1.9
Rasmus Nissen,dk DEN,1997.0,2021.0,RB Salzburg,Europa League,DF,,2.0
Eddie Nketiah,eng ENG,1999.0,2021.0,Arsenal,Europa League,FW,,4.9
Håvard Nordtveit,no NOR,1990.0,2021.0,Hoffenheim,Europa League,DF,,2.8
João Novais,pt POR,1993.0,2021.0,Braga,Europa League,MF,,3.0
Michael Novak,at AUT,1990.0,2021.0,Wolfsberger AC,Europa League,DF,,7.4
Jean-Pierre Nsame,cm CMR,1993.0,2021.0,Young Boys,Europa League,FW,,7.5
Olivier Ntcham,fr FRA,1996.0,2021.0,Celtic,Europa League,MF,,3.3
Kasim Nuhu,gh GHA,1995.0,2021.0,Hoffenheim,Europa League,DF,,3.1
Darwin Núñez,uy URU,1999.0,2021.0,Benfica,Europa League,FW,,4.9
Ivan Oblyakov,ru RUS,1998.0,2021.0,CSKA Moscow,Europa League,MF,,5.3
Vadis Odjidja-Ofoe,be BEL,1989.0,2021.0,Gent,Europa League,MF,,2.0
Nathan Oduwa,eng ENG,1996.0,2021.0,Dundalk,Europa League,FW,MF,1.4
Noah Okafor,ch SUI,2000.0,2021.0,RB Salzburg,Europa League,FW,,0.3
David Okereke,ng NGA,1997.0,2021.0,Club Brugge,Europa League,FW,,0.8
Peter Olayinka,ng NGA,1995.0,2021.0,Slavia Prague,Europa League,MF,FW,7.4
Cauly Oliveira Souza,br BRA,1995.0,2021.0,Ludogorets,Europa League,MF,FW,4.4
Nélson Oliveira,pt POR,1991.0,2021.0,AEK Athens,Europa League,FW,,2.4
Kristoffer Olsson,se SWE,1995.0,2021.0,Krasnodar,Europa League,MF,,1.0
Ohi Omoijuanfo,no NOR,1994.0,2021.0,Molde,Europa League,FW,,4.5
Billel Omrani,fr FRA,1993.0,2021.0,CFR Cluj,Europa League,FW,,0.5
Samed Onur,tr TUR,2002.0,2021.0,Leverkusen,Europa League,MF,,0.3
Mislav Oršić,hr CRO,1992.0,2021.0,Dinamo Zagreb,Europa League,MF,FW,8.9
Victor Osimhen,ng NGA,1998.0,2021.0,Napoli,Europa League,FW,,2.0
Caner Osmanpaşa,tr TUR,1988.0,2021.0,Sivasspor,Europa League,DF,,6.0
Nicolás Otamendi,ar ARG,1988.0,2021.0,Benfica,Europa League,DF,MF,5.2
Obbi Oulare,be BEL,1996.0,2021.0,Standard Liège,Europa League,FW,,2.2
Elisha Owusu,fr FRA,1997.0,2021.0,Gent,Europa League,MF,,3.1
Mikel Oyarzabal,es ESP,1997.0,2021.0,Real Sociedad,Europa League,FW,,6.1
Filip Ozobić,hr CRO,1991.0,2021.0,Qarabağ Ağdam,Europa League,MF,,3.1
Yasin Öztekin,tr TUR,1987.0,2021.0,Sivasspor,Europa League,FW,,2.4
Tommaso P. Milanese,it ITA,2002.0,2021.0,Roma,Europa League,MF,,1.0
Exequiel Palacios,ar ARG,1998.0,2021.0,Leverkusen,Europa League,MF,,1.8
Radovan Pankov,rs SRB,1995.0,2021.0,Red Star,Europa League,DF,,4.2
Kaio Pantaleão,br BRA,1995.0,2021.0,Krasnodar,Europa League,DF,,2.0
Sokratis Papastathopoulos,gr GRE,1988.0,2021.0,Olympiacos,Europa League,DF,,3.0
Fotios Papoulis,cy CYP,1985.0,2021.0,AC Omonia,Europa League,MF,,2.2
Daniel Parejo,es ESP,1989.0,2021.0,Villarreal,Europa League,MF,,5.2
Thomas Partey,gh GHA,1993.0,2021.0,Arsenal,Europa League,MF,,2.3
Vojtech Patrak,cz CZE,2000.0,2021.0,Sparta Prague,Europa League,MF,,0.0
Alan Patrick,br BRA,1991.0,2021.0,Shakhtar,Europa League,MF,,3.5
Nathan Patterson,sco SCO,2001.0,2021.0,Rangers,Europa League,DF,,3.1
Paulinho,pt POR,1992.0,2021.0,Braga,Europa League,FW,,4.6
Alexandru Păun,ro ROU,1995.0,2021.0,CFR Cluj,Europa League,MF,FW,4.7
Mario Pavelic,at AUT,1993.0,2021.0,Wolfsberger AC,Europa League,DF,,1.6
David Pavelka,cz CZE,1991.0,2021.0,Sparta Prague,Europa League,DF,MF,5.0
Domagoj Pavičić,hr CRO,1994.0,2021.0,Rijeka,Europa League,MF,,2.4
Milan Pavkov,rs SRB,1994.0,2021.0,Red Star,Europa League,FW,,0.4
Marcus Pedersen,no NOR,2000.0,2021.0,Molde,Europa League,DF,,6.1
Alfonso Pedraza,es ESP,1996.0,2021.0,Villarreal,Europa League,DF,MF,5.3
Pedrinho,br BRA,1998.0,2021.0,Benfica,Europa League,MF,FW,1.8
Pedro,es ESP,1987.0,2021.0,Roma,Europa League,FW,MF,6.2
Lorenzo Pellegrini,it ITA,1996.0,2021.0,Roma,Europa League,MF,FW,3.5
Andy Pelmard,fr FRA,2000.0,2021.0,Nice,Europa League,DF,,2.6
Carlos de Pena,uy URU,1992.0,2021.0,Dynamo Kyiv,Europa League,FW,,1.8
Rubén Peña,es ESP,1991.0,2021.0,Villarreal,Europa League,DF,,5.5
Adalberto Peñaranda,ve VEN,1997.0,2021.0,CSKA Sofia,Europa League,MF,,0.9
Pepe,es ESP,2000.0,2021.0,Granada,Europa League,DF,,1.7
Nicolas Pépé,ci CIV,1995.0,2021.0,Arsenal,Europa League,FW,MF,6.9
Michael Pereira,fr FRA,1987.0,2021.0,CFR Cluj,Europa League,FW,MF,3.3
Ricardo Pereira,pt POR,1993.0,2021.0,Leicester City,Europa League,DF,MF,0.8
Bruno Peres,br BRA,1990.0,2021.0,Roma,Europa League,DF,,8.3
Dor Peretz,il ISR,1995.0,2021.0,Maccabi Tel Aviv,Europa League,MF,,7.2
Eliel Peretz,il ISR,1996.0,2021.0,Wolfsberger AC,Europa League,FW,MF,3.6
Ayoze Pérez,es ESP,1993.0,2021.0,Leicester City,Europa League,FW,MF,0.9
Carles Pérez,es ESP,1998.0,2021.0,Roma,Europa League,FW,MF,6.2
Nehuén Pérez,ar ARG,2000.0,2021.0,Granada,Europa League,DF,,3.3
Dino Perić,hr CRO,1994.0,2021.0,Dinamo Zagreb,Europa League,DF,,1.9
Stefan Perić,at AUT,1997.0,2021.0,Wolfsberger AC,Europa League,DF,,0.8
Mihailo Perović,me MNE,1997.0,2021.0,Zorya Luhansk,Europa League,FW,,0.5
Jakub Pesek,cz CZE,1993.0,2021.0,Slovan Liberec,Europa League,MF,,3.2
Aleksandar Pešić,rs SRB,1992.0,2021.0,Maccabi Tel Aviv,Europa League,FW,,4.3
Josué Pesqueira,pt POR,1990.0,2021.0,Be'er Sheva,Europa League,MF,FW,4.1
Andrea Petagna,it ITA,1995.0,2021.0,Napoli,Europa League,FW,,3.3
Bruno Petković,hr CRO,1994.0,2021.0,Dinamo Zagreb,Europa League,FW,,6.9
Dejan Petrovič,si SVN,1998.0,2021.0,Rapid Wien,Europa League,MF,,0.8
Njegoš Petrović,rs SRB,1999.0,2021.0,Red Star,Europa League,MF,,4.8
Jens Petter Hauge,no NOR,1999.0,2021.0,Milan,Europa League,FW,,3.1
Lucas Piazon,br BRA,1994.0,2021.0,Braga,Europa League,FW,MF,1.0
Dmytro Piddubnyi,ua UKR,2000.0,2021.0,Zorya Luhansk,Europa League,DF,MF,0.0
Jérémy Pied,fr FRA,1989.0,2021.0,Lille,Europa League,DF,,2.2
Yeremi Pino,es ESP,2002.0,2021.0,Villarreal,Europa League,FW,MF,2.4
Théo Pionnier,fr FRA,2002.0,2021.0,Nice,Europa League,DF,,0.9
Joël Piroe,nl NED,1999.0,2021.0,PSV Eindhoven,Europa League,FW,,1.0
Pizzi,pt POR,1989.0,2021.0,Benfica,Europa League,MF,,4.2
Ihor Plastun,ua UKR,1990.0,2021.0,Gent,Europa League,DF,,1.0
Srđan Plavšić,rs SRB,1995.0,2021.0,Sparta Prague,Europa League,FW,,1.3
Dominik Plechaty,cz CZE,1999.0,2021.0,Sparta Prague,Europa League,DF,,4.0
Patrick Plojer,at AUT,2001.0,2021.0,LASK,Europa League,FW,,0.2
Paul Pogba,fr FRA,1993.0,2021.0,Manchester Utd,Europa League,MF,,0.5
Matěj Polidar,cz CZE,1999.0,2021.0,Sparta Prague,Europa League,DF,FW,2.1
Matteo Politano,it ITA,1993.0,2021.0,Napoli,Europa League,FW,,5.4
Denys Popov,ua UKR,1999.0,2021.0,Dynamo Kyiv,Europa League,DF,,1.1
Portu,es ESP,1992.0,2021.0,Real Sociedad,Europa League,FW,,4.8
Stefan Posch,at AUT,1997.0,2021.0,Hoffenheim,Europa League,DF,,2.4
Marvin Potzmann,at AUT,1993.0,2021.0,LASK,Europa League,DF,,0.9
Marios Pourzitidis,gr GRE,1999.0,2021.0,Slovan Liberec,Europa League,DF,,1.0
Dennis Praet,be BEL,1994.0,2021.0,Leicester City,Europa League,MF,FW,4.0
Lukáš Provod,cz CZE,1996.0,2021.0,Slavia Prague,Europa League,MF,DF,6.0
Tymoteusz Puchacz,pl POL,1999.0,2021.0,Lech Poznań,Europa League,DF,MF,5.8
Antonio Puertas,es ESP,1992.0,2021.0,Granada,Europa League,FW,MF,6.5
Musa Qurbanlı,az AZE,2002.0,2021.0,Qarabağ Ağdam,Europa League,FW,,0.1
Dani Raba,es ESP,1995.0,2021.0,Villarreal,Europa League,FW,,0.1
Michael Rabušic,cz CZE,1989.0,2021.0,Slovan Liberec,Europa League,FW,,1.0
Andrija Radulović,rs SRB,2002.0,2021.0,Red Star,Europa League,DF,,0.0
Marko Raguž,at AUT,1998.0,2021.0,LASK,Europa League,FW,,2.4
André Ramalho,br BRA,1992.0,2021.0,RB Salzburg,Europa League,DF,,1.0
Dani Ramírez,es ESP,1992.0,2021.0,Lech Poznań,Europa League,MF,,4.2
Gonçalo Ramos,pt POR,2001.0,2021.0,Benfica,Europa League,FW,MF,0.4
Christian Ramsebner,at AUT,1989.0,2021.0,LASK,Europa League,DF,,0.1
Reinhold Ranftl,at AUT,1992.0,2021.0,LASK,Europa League,DF,,5.8
Lazar Ranđelović,rs SRB,1997.0,2021.0,Olympiacos,Europa League,MF,DF,0.7
Marcus Rashford,eng ENG,1997.0,2021.0,Manchester Utd,Europa League,FW,MF,1.7
Nicolas Raskin,be BEL,2001.0,2021.0,Standard Liège,Europa League,MF,,2.7
Momčilo Raspopović,me MNE,1994.0,2021.0,Rijeka,Europa League,FW,DF,0.4
Oleg Reabciuk,md MDA,1998.0,2021.0,Olympiacos,Europa League,DF,,3.4
Ante Rebić,hr CRO,1993.0,2021.0,Milan,Europa League,FW,MF,2.9
Lior Refaelov,il ISR,1986.0,2021.0,Antwerp,Europa League,FW,MF,7.0
Sergio Reguilón,es ESP,1996.0,2021.0,Tottenham,Europa League,DF,,2.8
Jeff Reine-Adélaïde,fr FRA,1998.0,2021.0,Nice,Europa League,MF,FW,2.7
Francisco Reis Ferreira,pt POR,1997.0,2021.0,Benfica,Europa League,FW,,0.0
Dominik Reiter,at AUT,1998.0,2021.0,LASK,Europa League,FW,,0.9
René Renner,at AUT,1993.0,2021.0,LASK,Europa League,DF,,4.4
Devyne Rensch,nl NED,2003.0,2021.0,Ajax,Europa League,DF,,3.5
Federico Ricca,uy URU,1994.0,2021.0,Club Brugge,Europa League,DF,,2.0
Chris Richards,us USA,2000.0,2021.0,Hoffenheim,Europa League,DF,,2.0
Fabian Rieder,ch SUI,2002.0,2021.0,Young Boys,Europa League,MF,,4.5
Tomas Rigo,sk SVK,2002.0,2021.0,Slavia Prague,Europa League,MF,,0.1
Avi Rikan,il ISR,1988.0,2021.0,Maccabi Tel Aviv,Europa League,FW,MF,2.3
Birk Risa,no NOR,1998.0,2021.0,Molde,Europa League,DF,,4.7
Stefan Ristovski,mk MKD,1992.0,2021.0,Dinamo Zagreb,Europa League,DF,,4.0
Marcel Ritzmaier,at AUT,1993.0,2021.0,Rapid Wien,Europa League,MF,,3.3
Nemanja Rnić,rs SRB,1984.0,2021.0,Wolfsberger AC,Europa League,DF,MF,1.3
Stian Rode Gregersen,no NOR,1995.0,2021.0,Molde,Europa League,DF,,7.7
Milan Rodić,rs SRB,1991.0,2021.0,Red Star,Europa League,DF,,3.4
Gerson Rodrigues,lu LUX,1995.0,2021.0,Dynamo Kyiv,Europa League,FW,MF,2.9
Tiago Rodrigues,pt POR,1992.0,2021.0,CSKA Sofia,Europa League,MF,FW,3.1
Tom Rogić,au AUS,1992.0,2021.0,Celtic,Europa League,MF,,2.5
Thomas Rogne,no NOR,1990.0,2021.0,Lech Poznań,Europa League,DF,,3.0
Rolando,pt POR,1985.0,2021.0,Braga,Europa League,DF,,1.0
Alessio Romagnoli,it ITA,1995.0,2021.0,Milan,Europa League,DF,,5.8
Jaime Romero,es ESP,1990.0,2021.0,Qarabağ Ağdam,Europa League,FW,MF,3.0
Imad Rondić,ba BIH,1999.0,2021.0,Slovan Liberec,Europa League,FW,,0.8
Mario Rondón,ve VEN,1986.0,2021.0,CFR Cluj,Europa League,FW,MF,5.9
Kemar Roofe,eng ENG,1993.0,2021.0,Rangers,Europa League,FW,,3.5
Pablo Rosario,nl NED,1997.0,2021.0,PSV Eindhoven,Europa League,MF,,5.0
Amir Rrahmani,xk KVX,1994.0,2021.0,Napoli,Europa League,DF,,2.0
Sebastian Rudy,de GER,1990.0,2021.0,Hoffenheim,Europa League,MF,,5.7
Agron Rufati,mk MKD,1999.0,2021.0,Zorya Luhansk,Europa League,DF,,0.2
Mário Rui,pt POR,1991.0,2021.0,Napoli,Europa League,DF,,4.4
Fabián Ruiz Peña,es ESP,1996.0,2021.0,Napoli,Europa League,MF,,5.1
Abel Ruiz,es ESP,2000.0,2021.0,Braga,Europa League,FW,,2.1
Isma Ruiz,es ESP,2001.0,2021.0,Granada,Europa League,FW,,0.1
Georginio Rutter,fr FRA,2002.0,2021.0,Hoffenheim,Europa League,FW,,0.2
Josué Sá,pt POR,1992.0,2021.0,Ludogorets,Europa League,DF,,1.0
Anel Šabanadžović,ba BIH,1999.0,2021.0,AEK Athens,Europa League,MF,,0.3
Enric Saborit,es ESP,1992.0,2021.0,Maccabi Tel Aviv,Europa League,DF,,5.8
Michal Sáček,cz CZE,1996.0,2021.0,Sparta Prague,Europa League,DF,MF,3.9
Michal Sadílek,cz CZE,1999.0,2021.0,Slovan Liberec,Europa League,MF,,4.4
Alexis Saelemaekers,be BEL,1999.0,2021.0,Milan,Europa League,FW,,2.2
Ramzi Safouri,il ISR,1995.0,2021.0,Be'er Sheva,Europa League,FW,MF,0.4
Modibo Sagnan,ml MLI,1999.0,2021.0,Real Sociedad,Europa League,DF,,3.1
Ismael Saibari,ma MAR,2001.0,2021.0,PSV Eindhoven,Europa League,MF,,0.1
Bukayo Saka,eng ENG,2001.0,2021.0,Arsenal,Europa League,FW,MF,4.1
Sintayehu Sallalich,il ISR,1991.0,2021.0,Be'er Sheva,Europa League,FW,MF,3.9
